Tender_ID,Tender_Title,Department,Procurement_Category,Location,Tender_Date,Closing_Date,Estimated_Cost_INR,Contract_Value_INR,Winning_Vendor_ID,Winning_Vendor,Number_of_Bidders,Bid_Amounts_INR,Contract_Duration_Days,Procurement_Method,Other_Bidder_1_ID,Other_Bidder_2_ID,Contract_to_Estimate_Ratio,Bid_Spread_Percent,Payment_Amount_INR,Contract_Status,Investigation_Case_ID,Seed_Investigation_Pattern,Seed_Case_Reason
T-5446,Vehicle Maintenance Procurement - Mangaluru Zone,Public Works Department,Vehicle Maintenance,Mangaluru,2025-06-16,2025-07-12,1856706.46,1690304.97,V-1066,Vendor C15,8,1665803.76|1701414.68|1706771.58|1778864.58|1788296.04|1808126.66|1890155.16|1899083.61,649,Open Tender,,,0.91,14.004,1324354.43,Completed,,,
T-5447,Medical Supplies Procurement - Belagavi Zone,Rural Development Department,Medical Supplies,Belagavi,2024-01-23,2024-02-04,1497272.35,1495647.55,V-1116,Vendor E13,2,1446862.25|1562423.26,496,Open Tender,,,0.999,7.987,916777.42,Completed,,,
T-5448,School Infrastructure Procurement - Kalaburagi Zone,Public Works Department,School Infrastructure,Kalaburagi,2026-05-07,2026-05-19,2129941.13,1936649.43,V-1002,Vendor A3,10,1914387.23|1946004.14|1957462.26|2069727.65|2086166.94|2162732.32|2198357.65|2229440.95|2233188.47|2254590.11,478,Request for Proposal,,,0.909,17.771,1512356.02,Completed,,,
T-5449,IT Equipment Procurement - Bengaluru Zone,Municipal Administration,IT Equipment,Bengaluru,2026-02-28,2026-03-14,3700750.11,3712012.29,V-1013,Vendor A14,6,3669241.39|3773413.5|3873209.67|3874262.83|3899462.74|3923865.99,700,e-Procurement,,,1.003,6.939,2446544.49,Active,,,
T-5450,Road Maintenance - Bengaluru Package 1,Public Works Department,Road Infrastructure,Bengaluru,2025-12-17,2025-12-29,2400000.0,2350000.0,V-1058,Vendor C7,3,1769854.42|1849692.83|1873357.28|1880084.48|1887326.08|1909499.69|1980608.78,602,e-Procurement,,,0.979,11.908,1487430.4,Active,CASE-007,Potential Procurement Splitting,Several similar procurements occur close together and may warrant review as a group.
T-5451,Road Maintenance - Bengaluru Package 2,Public Works Department,Road Infrastructure,Bengaluru,2025-05-07,2025-06-13,2450000.0,2420000.0,V-1017,Vendor A18,3,1001525.41|1086389.53,666,e-Procurement,,,0.988,8.473,1401604.46,Active,CASE-007,Potential Procurement Splitting,Several similar procurements occur close together and may warrant review as a group.
T-5452,Road Maintenance - Bengaluru Package 3,Public Works Department,Road Infrastructure,Bengaluru,2026-08-22,2026-09-18,2500000.0,2490000.0,V-1003,Vendor A4,3,5882026.06|5931324.38|5968836.57|6276965.78|6363707.99|6777040.39|6876916.53,91,Open Tender,,,0.996,16.914,2224052.19,Active,CASE-007,Potential Procurement Splitting,Several similar procurements occur close together and may warrant review as a group.
T-5453,Road Maintenance - Bengaluru Package 4,Public Works Department,Road Infrastructure,Bengaluru,2026-01-15,2026-02-12,2550000.0,2560000.0,V-1089,Vendor D12,3,2903653.99|2963102.78|3057179.51|3083232.53|3091167.16|3106763.21|3123781.46|3141105.08|3196026.68,630,Open Tender,,,1.004,10.069,1900413.09,Completed,CASE-007,Potential Procurement Splitting,Several similar procurements occur close together and may warrant review as a group.
T-5454,Road Infrastructure Procurement - Hubballi Zone,Education Department,Road Infrastructure,Hubballi,2024-06-15,2024-06-30,10489248.07,9421415.76,V-1100,Vendor D23,5,9358961.65|9633059.39|10056423.7|10470191.4|11305766.14,558,e-Procurement,,,0.898,20.802,7838520.47,Completed,,,
T-5455,School Infrastructure Procurement - Udupi Zone,Municipal Administration,School Infrastructure,Udupi,2025-01-21,2025-02-03,4940415.06,4827961.86,V-1055,Vendor C4,4,4791806.29|4806880.36|4970639.23|5001646.4,669,e-Procurement,,,0.977,4.379,4236135.83,Active,,,
T-5456,Water Infrastructure Procurement - Mangaluru Zone,Energy Department,Water Infrastructure,Mangaluru,2024-02-06,2024-03-06,7225634.31,6781093.4,V-1054,Vendor C3,5,6755675.89|6852824.33|6925897.3|7418057.32|7561249.28,213,Open Tender,,,0.938,11.924,5802530.76,Payment Pending,,,
T-5457,Electrical Equipment Procurement - Udupi Zone,Health Department,Electrical Equipment,Udupi,2025-04-19,2025-05-31,2174849.32,1970379.33,V-1058,Vendor C7,8,1914426.09|1966133.06|2085393.92|2095444.83|2146382.52|2206071.14|2207528.56|2220737.19,542,Open Tender,,,0.906,16.0,1500887.83,Completed,,,
T-5458,Office Supplies Procurement - Hubballi Zone,Public Works Department,Office Supplies,Hubballi,2025-03-18,2025-04-12,744082.87,664954.52,V-1007,Vendor A8,7,656545.97|681086.19|696621.38|741140.55|754205.3|789328.32|803225.99,524,Open Tender,,,0.894,22.341,481795.68,Payment Pending,,,
T-5459,Water Infrastructure Procurement - Hubballi Zone,Rural Development Department,Water Infrastructure,Hubballi,2026-04-10,2026-05-24,4401056.63,4181202.4,V-1028,Vendor B3,6,4155069.4|4258492.02|4371008.92|4528176.09|4630821.18|4727808.6,62,Limited Tender,,,0.95,13.784,3007045.33,Completed,,,
T-5460,Electrical Equipment Procurement - Tumakuru Zone,Health Department,Electrical Equipment,Tumakuru,2025-05-03,2025-06-04,1322274.44,1190550.83,V-1090,Vendor D13,6,1175197.02|1249703.03|1292815.47|1323126.55|1340085.79|1423718.62,595,e-Procurement,,,0.9,21.147,997707.74,Completed,,,
T-5461,Electrical Equipment Procurement - Tumakuru Zone,Water Resources Department,Electrical Equipment,Tumakuru,2025-09-01,2025-10-02,1144287.19,1055821.17,V-1085,Vendor D8,5,1052779.51|1080113.15|1124736.16|1142412.37|1164688.31,200,e-Procurement,,,0.923,10.63,815788.1,Active,,,
T-5462,Road Infrastructure Procurement - Bengaluru Zone,Education Department,Road Infrastructure,Bengaluru,2026-02-18,2026-03-12,13520247.11,12165890.57,V-1040,Vendor B15,10,12001549.0|12647993.06|12864551.17|13250811.19|13578287.97|13634569.35|13635985.97|13771186.14|14001237.22|14252956.89,317,Limited Tender,,,0.9,18.759,11339942.32,Active,,,
T-5463,Electrical Equipment Procurement - Mysuru Zone,Municipal Administration,Electrical Equipment,Mysuru,2026-06-06,2026-07-03,3322213.49,2970137.59,V-1096,Vendor D19,7,2959052.1|2972426.5|3244090.71|3275619.86|3332115.69|3546496.34|3564529.41,360,Open Tender,,,0.894,20.462,2802669.03,Active,,,
T-5464,Water Infrastructure Procurement - Belagavi Zone,Transport Department,Water Infrastructure,Belagavi,2025-03-24,2025-04-16,14516622.51,14058798.33,V-1094,Vendor D17,8,13519799.99|13579598.97|13773312.32|13977852.04|14496254.96|14743437.49|14776569.38|15492122.65,632,Limited Tender,,,0.968,14.588,8811382.36,Completed,,,
T-5465,School Infrastructure Procurement - Shivamogga Zone,Energy Department,School Infrastructure,Shivamogga,2024-12-04,2024-12-19,10546868.69,9368554.08,V-1082,Vendor D5,7,9314685.5|9397997.84|9475274.16|9870749.95|9970353.69|10203403.69|10508615.76,247,Open Tender,,,0.888,12.818,5727045.29,Active,,,
T-5466,Vehicle Maintenance Procurement - Mangaluru Zone,Water Resources Department,Vehicle Maintenance,Mangaluru,2024-11-01,2024-11-18,615567.38,565542.85,V-1031,Vendor B6,6,553533.68|558900.78|593969.9|633817.58|652877.0|656647.75,115,Open Tender,,,0.919,18.628,471482.0,Completed,,,
T-5467,Road Infrastructure Procurement - Kalaburagi Zone,Energy Department,Road Infrastructure,Kalaburagi,2026-06-16,2026-07-26,9094002.82,8342608.65,V-1084,Vendor D7,5,8298306.02|8942031.74|9057325.32|9228953.49|9324950.33,661,Request for Proposal,,,0.917,12.372,5719288.6,Active,,,
T-5468,Road Infrastructure Procurement - Mysuru Zone,Health Department,Road Infrastructure,Mysuru,2026-03-03,2026-03-20,16505805.28,16249165.28,V-1091,Vendor D14,6,16239724.06|16372026.59|16390372.02|16514619.26|16735843.3|17698787.02,298,Open Tender,,,0.984,8.985,9072832.31,Completed,,,
T-5469,Vehicle Maintenance Procurement - Tumakuru Zone,Transport Department,Vehicle Maintenance,Tumakuru,2025-12-11,2026-01-24,543034.04,515511.01,V-1054,Vendor C3,9,502828.49|510294.29|514660.5|528912.81|548250.6|559272.54|569143.15|571045.59|578194.75,714,Limited Tender,,,0.949,14.988,489678.34,Active,,,
T-5470,Water Infrastructure Procurement - Belagavi Zone,Health Department,Water Infrastructure,Belagavi,2024-08-15,2024-09-21,5945572.61,5590682.52,V-1082,Vendor D5,8,5545560.96|5698198.43|5827015.37|5949831.13|6039394.75|6245741.29|6342679.0|6367280.38,99,e-Procurement,,,0.94,14.818,3645713.95,Active,,,
T-5471,School Infrastructure Procurement - Shivamogga Zone,Public Works Department,School Infrastructure,Shivamogga,2026-02-04,2026-03-12,7125115.33,6642107.47,V-1068,Vendor C17,5,6422566.51|6434408.21|6719292.62|7295348.54|7675672.89,406,Open Tender,,,0.932,19.511,6430730.99,Active,,,
T-5472,School Infrastructure Procurement - Mysuru Zone,Education Department,School Infrastructure,Mysuru,2024-08-12,2024-08-28,1383489.97,1307243.16,V-1058,Vendor C7,5,1287612.39|1315539.58|1374305.28|1468144.05|1477715.96,595,Limited Tender,,,0.945,14.764,1141021.31,Completed,,,
T-5473,School Infrastructure Procurement - Mangaluru Zone,Municipal Administration,School Infrastructure,Mangaluru,2024-09-23,2024-10-03,6654100.27,6218663.51,V-1024,Vendor A25,2,6022658.33|6394876.65,115,e-Procurement,,,0.935,6.18,5554473.37,Active,,,
T-5474,Water Infrastructure Procurement - Tumakuru Zone,Public Works Department,Water Infrastructure,Tumakuru,2024-11-13,2024-11-29,9247276.33,9174810.98,V-1042,Vendor B17,4,8997025.55|9274169.29|9655517.39|9676650.4,705,Open Tender,,,0.992,7.554,5877913.05,Completed,,,
T-5475,Road Infrastructure Procurement - Shivamogga Zone,Health Department,Road Infrastructure,Shivamogga,2024-09-27,2024-10-16,8204623.3,7516801.04,V-1036,Vendor B11,10,7235166.48|7310864.78|7443843.21|7542819.61|7545186.12|7599694.31|7739216.71|7893705.46|7911092.9|8249352.28,175,Request for Proposal,,,0.916,14.017,4926417.38,Active,,,
T-5476,Office Supplies Procurement - Mysuru Zone,Public Works Department,Office Supplies,Mysuru,2024-09-20,2024-10-27,1044379.89,948816.23,V-1039,Vendor B14,9,928405.34|930343.55|999899.75|1014558.75|1030911.97|1032598.36|1054243.49|1055612.8|1105387.2,512,Open Tender,,,0.908,19.063,744413.21,Completed,,,
T-5477,IT Equipment Procurement - Mysuru Zone,Municipal Administration,IT Equipment,Mysuru,2026-05-28,2026-06-15,10935435.73,10887910.74,V-1112,Vendor E9,5,10588856.81|10696198.09|10724535.08|11376445.65|11479512.12,562,e-Procurement,,,0.996,8.411,6831564.43,Completed,,,
T-5478,Road Infrastructure Procurement - Mangaluru Zone,Health Department,Road Infrastructure,Mangaluru,2024-12-04,2024-12-24,12623619.42,11583179.15,V-1043,Vendor B18,5,11221542.33|11329889.23|11846769.58|11890336.86|13156556.44,224,Open Tender,,,0.918,17.244,7962790.04,Active,,,
T-5479,Road Infrastructure Procurement - Bengaluru Zone,Rural Development Department,Road Infrastructure,Bengaluru,2024-04-05,2024-05-17,6779650.85,6261701.08,V-1044,Vendor B19,10,6074008.72|6120346.02|6208059.4|6319538.16|6523326.64|6844514.53|6931612.65|7123171.01|7136926.86|7241205.46,497,e-Procurement,,,0.924,19.216,4349741.47,Payment Pending,,,
T-5480,Office Supplies Procurement - Belagavi Zone,Water Resources Department,Office Supplies,Belagavi,2025-08-13,2025-09-21,511703.78,490268.01,V-1076,Vendor C25,6,487074.35|487501.67|498947.93|510195.37|515900.37|542534.88,201,e-Procurement,,,0.958,11.386,304865.06,Payment Pending,,,
T-5481,IT Equipment Procurement - Mysuru Zone,Rural Development Department,IT Equipment,Mysuru,2025-11-06,2025-12-14,4360271.06,3943223.25,V-1101,Vendor D24,8,3870692.47|3949515.14|3968117.55|4111677.38|4299060.76|4420746.59|4562216.08|4603470.54,162,Open Tender,,,0.904,18.931,2532859.56,Active,,,
T-5482,Water Infrastructure Procurement - Kalaburagi Zone,Municipal Administration,Water Infrastructure,Kalaburagi,2024-07-29,2024-09-08,3387054.96,3046594.91,V-1042,Vendor B17,8,2993053.53|3163862.79|3219068.27|3258894.9|3397548.71|3491227.63|3525738.59|3600343.1,497,Limited Tender,,,0.899,20.29,2756706.31,Active,,,
T-5483,Office Supplies Procurement - Mangaluru Zone,Water Resources Department,Office Supplies,Mangaluru,2024-03-01,2024-04-04,924392.86,885754.52,V-1040,Vendor B15,8,861451.03|867522.55|916970.98|925979.7|929457.9|940452.61|982315.26|991155.89,699,Open Tender,,,0.958,15.057,553807.5,Completed,,,
T-5484,Vehicle Maintenance Procurement - Bengaluru Zone,Education Department,Vehicle Maintenance,Bengaluru,2024-06-02,2024-06-15,1070021.45,982018.69,V-1051,Vendor B26,4,950117.25|996696.19|1090032.96|1103521.38,270,e-Procurement,,,0.918,16.146,552685.84,Completed,,,
T-5485,School Infrastructure Procurement - Dharwad Zone,Education Department,School Infrastructure,Dharwad,2024-05-07,2024-05-23,4138889.06,3764466.87,V-1030,Vendor B5,10,3651056.66|3812907.74|3819008.65|3849045.8|3867380.07|3920737.46|4018383.09|4129912.95|4240658.9|4259036.72,495,Open Tender,,,0.91,16.652,3136590.4,Completed,,,
T-5486,Vehicle Maintenance Procurement - Tumakuru Zone,Public Works Department,Vehicle Maintenance,Tumakuru,2026-08-16,2026-09-25,1506707.17,1343644.04,V-1087,Vendor D10,8,1338250.74|1406744.99|1430307.86|1461803.22|1538367.09|1583582.2|1619121.19|1621136.85,64,Limited Tender,,,0.892,21.138,1329122.48,Completed,,,
T-5487,IT Equipment Procurement - Dharwad Zone,Transport Department,IT Equipment,Dharwad,2026-01-30,2026-03-08,3014167.1,2847535.64,V-1062,Vendor C11,5,2793821.84|2855207.6|2892174.71|3070332.7|3135560.59,353,Open Tender,,,0.945,12.232,1990559.02,Completed,,,
T-5488,Office Supplies Procurement - Hubballi Zone,Municipal Administration,Office Supplies,Hubballi,2026-08-09,2026-09-09,694885.63,629341.69,V-1048,Vendor B23,6,621112.98|629552.32|640590.3|644975.89|710928.62|725499.07,727,e-Procurement,,,0.906,16.806,379741.67,Active,,,
T-5489,Medical Supplies Procurement - Kalaburagi Zone,Rural Development Department,Medical Supplies,Kalaburagi,2024-04-02,2024-04-27,1666344.87,1534927.79,V-1059,Vendor C8,8,1483728.75|1501547.91|1537636.8|1686583.43|1694029.38|1709562.66|1761074.97|1783191.1,250,Request for Proposal,,,0.921,20.183,1238186.8,Completed,,,
T-5490,Electrical Equipment Procurement - Mangaluru Zone,Education Department,Electrical Equipment,Mangaluru,2026-03-30,2026-04-15,5019373.49,4607725.98,V-1062,Vendor C11,5,4464648.03|4807406.85|5004071.24|5236439.16|5409140.01,144,Open Tender,,,0.918,21.155,4413553.62,Completed,,,
T-5491,Medical Supplies Procurement - Kalaburagi Zone,Transport Department,Medical Supplies,Kalaburagi,2024-09-01,2024-09-28,1184481.27,1105973.82,V-1053,Vendor C2,7,1083020.97|1099715.87|1108784.21|1139053.46|1199491.64|1215539.08|1273019.49,436,e-Procurement,,,0.934,17.543,998503.91,Completed,,,
T-5492,Office Supplies Procurement - Tumakuru Zone,Education Department,Office Supplies,Tumakuru,2024-11-19,2024-12-14,572468.63,527453.37,V-1008,Vendor A9,8,519062.24|539331.51|558190.93|568020.68|568705.07|574269.16|582881.99|594291.47,666,e-Procurement,,,0.921,14.493,437856.0,Completed,,,
T-5493,Medical Supplies Procurement - Dharwad Zone,Education Department,Medical Supplies,Dharwad,2024-11-13,2024-12-27,2358631.78,2185477.82,V-1062,Vendor C11,6,2125409.51|2168412.27|2189566.21|2248209.81|2392690.73|2498099.05,63,Open Tender,,,0.927,17.535,1511859.84,Completed,,,
T-5494,Water Infrastructure Procurement - Hubballi Zone,Education Department,Water Infrastructure,Hubballi,2024-01-19,2024-02-26,5327606.44,4729449.26,V-1040,Vendor B15,4,4709074.16|4785524.26|5546789.28|5687477.37,472,e-Procurement,,,0.888,20.777,3754454.75,Active,,,
T-5495,Medical Supplies Procurement - Kalaburagi Zone,Transport Department,Medical Supplies,Kalaburagi,2024-12-25,2025-01-22,2698491.59,2405520.33,V-1056,Vendor C5,4,2396436.06|2502045.68|2530187.82|2768930.13,122,Request for Proposal,,,0.891,15.544,1421807.28,Completed,,,
T-5496,School Infrastructure Procurement - Bengaluru Zone,Energy Department,School Infrastructure,Bengaluru,2025-09-23,2025-10-18,1303484.46,1210892.51,V-1059,Vendor C8,7,1178415.38|1182308.12|1207218.03|1238502.44|1298896.44|1328301.88|1344605.47,509,Open Tender,,,0.929,14.103,1035949.35,Completed,,,
T-5497,Road Infrastructure Procurement - Mysuru Zone,Education Department,Road Infrastructure,Mysuru,2024-06-13,2024-06-29,18381292.36,18352074.78,V-1109,Vendor E6,4,17775557.89|17894515.11|19392040.68|19656375.23,109,Open Tender,,,0.998,10.581,16081798.49,Active,,,
T-5498,School Infrastructure Procurement - Bengaluru Zone,Transport Department,School Infrastructure,Bengaluru,2026-03-26,2026-04-19,21708470.04,19957913.69,V-1110,Vendor E7,7,19527284.43|19939584.16|20384726.01|20622592.68|22287660.05|22886271.72|23001408.31,115,Open Tender,,,0.919,17.791,19643860.56,Payment Pending,,,
T-5499,Office Supplies Procurement - Belagavi Zone,Transport Department,Office Supplies,Belagavi,2024-05-28,2024-06-19,231651.0,211131.65,V-1095,Vendor D18,7,210925.56|229242.82|233000.02|235234.26|236410.88|236755.35|240578.99,347,Open Tender,,,0.911,14.059,140862.56,Active,,,
T-5500,IT Equipment Procurement - Hubballi Zone,Water Resources Department,IT Equipment,Hubballi,2024-10-19,2024-11-04,3878242.78,3518281.12,V-1051,Vendor B26,7,3493038.65|3571271.04|3604597.94|3968333.42|4026275.06|4035704.12|4185468.43,549,e-Procurement,,,0.907,19.823,1964275.31,Completed,CASE-011,Cross-Department Pattern,Vendor activity shows an unusual concentration across multiple departments.
T-5501,Water Infrastructure Procurement - Kalaburagi Zone,Energy Department,Water Infrastructure,Kalaburagi,2025-10-13,2025-11-20,12301618.06,11038487.05,V-1070,Vendor C19,3,10979740.74|12042679.44|12831787.7,717,Open Tender,,,0.897,16.868,8781379.26,Completed,,,
T-5502,Office Supplies Procurement - Bengaluru Zone,Energy Department,Office Supplies,Bengaluru,2025-10-10,2025-10-29,365351.65,329412.27,V-1087,Vendor D10,8,322821.64|326953.95|345577.21|353753.51|364459.85|383421.7|385340.44|392827.56,561,e-Procurement,,,0.902,21.686,285948.21,Active,,,
T-5503,Electrical Equipment Procurement - Hubballi Zone,Transport Department,Electrical Equipment,Hubballi,2024-02-06,2024-03-08,3024870.01,2736859.12,V-1098,Vendor D21,8,2674154.67|2737324.32|2787581.43|2807238.22|2951919.7|2972663.09|3084322.37|3240321.12,272,Open Tender,,,0.905,21.172,2478727.77,Payment Pending,,,
T-5504,IT Equipment Procurement - Mangaluru Zone,Rural Development Department,IT Equipment,Mangaluru,2024-12-08,2025-01-11,954329.92,856849.27,V-1012,Vendor A13,6,854824.25|872615.18|912609.55|1004003.42|1017288.69|1020328.45,411,Open Tender,,,0.898,19.361,545969.38,Completed,,,
T-5505,Water Infrastructure Procurement - Hubballi Zone,Public Works Department,Water Infrastructure,Hubballi,2024-04-03,2024-04-26,8553357.5,8527896.62,V-1023,Vendor A24,4,8321703.1|8800324.08|9005369.27|9071857.77,199,e-Procurement,,,0.997,9.014,5694833.77,Completed,,,
T-5506,School Infrastructure Procurement - Belagavi Zone,Rural Development Department,School Infrastructure,Belagavi,2025-04-03,2025-05-08,8055200.24,8039285.37,V-1089,Vendor D12,2,7981880.38|8412170.78,402,e-Procurement,,,0.998,5.391,6275996.08,Active,,,
T-5507,Office Supplies Procurement - Dharwad Zone,Energy Department,Office Supplies,Dharwad,2024-04-17,2024-05-21,931959.69,858673.84,V-1115,Vendor E12,6,856902.26|872673.92|879258.34|919072.37|922342.04|979012.26,53,Open Tender,,,0.921,14.25,600015.83,Active,,,
T-5508,Electrical Equipment Procurement - Dharwad Zone,Transport Department,Electrical Equipment,Dharwad,2025-02-24,2025-04-04,5287022.52,4820625.34,V-1037,Vendor B12,7,4719045.61|5127176.47|5155966.5|5295174.9|5381389.55|5565089.27|5676001.82,639,Open Tender,,,0.912,20.279,4518035.5,Completed,,,
T-5509,Electrical Equipment Procurement - Mangaluru Zone,Education Department,Electrical Equipment,Mangaluru,2025-02-26,2025-04-07,2931128.65,2705383.06,V-1044,Vendor B19,2,2618484.09|2923585.57,121,e-Procurement,,,0.923,11.652,2064726.9,Active,,,
T-5510,Electrical Equipment Procurement - Tumakuru Zone,Transport Department,Electrical Equipment,Tumakuru,2024-12-29,2025-02-05,2461781.48,2229603.33,V-1005,Vendor A6,5,2198142.35|2252825.53|2450782.94|2533790.72|2643735.13,333,Request for Proposal,,,0.906,20.271,2028516.27,Completed,,,
T-5511,Water Infrastructure Procurement - Kalaburagi Zone,Water Resources Department,Water Infrastructure,Kalaburagi,2025-01-09,2025-02-03,10924463.04,9739389.98,V-1102,Vendor D25,12,9616989.75|9758764.12|10365295.48|10539770.17|10756865.31|11276832.59|11301162.56|11432447.73|11472387.11|11553109.95|11700630.34|11792153.58,160,Open Tender,,,0.892,22.618,7901361.51,Payment Pending,,,
T-5512,Water Infrastructure Procurement - Kalaburagi Zone,Transport Department,Water Infrastructure,Kalaburagi,2025-09-14,2025-10-25,12947999.08,11726872.85,V-1039,Vendor B14,6,11696908.4|11731726.06|11909782.71|12193474.24|12916155.36|13947218.02,569,Open Tender,,,0.906,19.238,10529448.47,Completed,,,
T-5513,School Infrastructure Procurement - Udupi Zone,Education Department,School Infrastructure,Udupi,2026-01-20,2026-02-14,4768630.23,4388264.52,V-1044,Vendor B19,6,4367740.35|4593351.63|4735318.76|4820153.45|4853615.88|5015332.51,111,e-Procurement,,,0.92,14.827,3070481.16,Completed,,,
T-5514,Road Infrastructure Procurement - Mangaluru Zone,Energy Department,Road Infrastructure,Mangaluru,2025-07-20,2025-08-25,5149194.5,4875205.95,V-1087,Vendor D10,8,4791493.35|4809742.34|4871112.15|5358809.74|5459676.36|5516656.13|5522187.64|5556603.1,204,Open Tender,,,0.947,15.968,4505360.54,Completed,,,
T-5515,Office Supplies Procurement - Bengaluru Zone,Municipal Administration,Office Supplies,Bengaluru,2024-10-26,2024-11-26,547362.09,575820.91,V-1044,Vendor B19,2,560636.48|581059.43,382,e-Procurement,,,1.052,3.643,387848.52,Completed,,,
T-5516,Office Supplies Procurement - Dharwad Zone,Rural Development Department,Office Supplies,Dharwad,2026-03-23,2026-04-18,757596.47,671732.16,V-1014,Vendor A15,6,669417.99|672076.28|687402.95|714641.02|782451.22|808242.3,453,Request for Proposal,,,0.887,20.738,534527.15,Completed,,,
T-5517,IT Equipment Procurement - Bengaluru Zone,Municipal Administration,IT Equipment,Bengaluru,2026-01-25,2026-02-18,1602089.22,1489219.62,V-1032,Vendor B7,2,1464355.28|1511124.16,124,Open Tender,,,0.93,3.194,962487.41,Completed,,,
T-5518,Water Infrastructure Procurement - Dharwad Zone,Health Department,Water Infrastructure,Dharwad,2026-07-13,2026-07-27,5064442.1,4772451.94,V-1023,Vendor A24,4,4644626.16|4748354.16|5116787.97|5178494.76,265,Open Tender,,,0.942,11.494,3646090.93,Completed,,,
T-5519,Vehicle Maintenance Procurement - Mysuru Zone,Public Works Department,Vehicle Maintenance,Mysuru,2024-04-08,2024-05-08,2310401.76,2127112.31,V-1050,Vendor B25,6,2082962.23|2258455.43|2259172.78|2338755.19|2355522.24|2399972.94,178,e-Procurement,,,0.921,15.219,1474469.25,Active,,,
T-5520,Office Supplies Procurement - Hubballi Zone,Rural Development Department,Office Supplies,Hubballi,2026-07-19,2026-08-21,1540636.09,1409806.69,V-1056,Vendor C5,7,1402648.89|1410188.28|1443687.37|1559645.47|1581958.59|1607486.65|1650289.33,261,Open Tender,,,0.915,17.655,944593.81,Active,,,
T-5521,Electrical Equipment Procurement - Udupi Zone,Municipal Administration,Electrical Equipment,Udupi,2025-10-16,2025-11-09,1028893.27,981566.07,V-1043,Vendor B18,3,978985.7|1102896.65|1104899.93,43,Request for Proposal,,,0.954,12.862,966983.2,Completed,,,
T-5522,Office Supplies Procurement - Kalaburagi Zone,Energy Department,Office Supplies,Kalaburagi,2025-07-28,2025-08-13,404103.28,376563.64,V-1104,Vendor E1,4,369393.26|408641.04|426882.97|428140.88,289,e-Procurement,,,0.932,15.904,234235.14,Completed,,,
T-5523,Office Supplies Procurement - Tumakuru Zone,Education Department,Office Supplies,Tumakuru,2026-01-01,2026-01-28,295505.3,274698.79,V-1003,Vendor A4,3,271785.13|276634.91|319105.32,649,Open Tender,,,0.93,17.411,248409.19,Completed,,,
T-5524,School Infrastructure Procurement - Kalaburagi Zone,Transport Department,School Infrastructure,Kalaburagi,2025-08-16,2025-08-29,5646541.08,5494540.22,V-1094,Vendor D17,7,5492444.53|5500096.96|5548378.47|5726436.48|5830391.39|5925881.18|5955491.92,700,e-Procurement,,,0.973,8.431,5455387.4,Payment Pending,,,
T-5525,IT Equipment Procurement - Hubballi Zone,Water Resources Department,IT Equipment,Hubballi,2024-07-11,2024-08-19,2932731.31,2659336.65,V-1002,Vendor A3,2,2581598.63|2872369.42,295,e-Procurement,,,0.907,11.263,1486451.29,Active,,,
T-5526,Electrical Equipment Procurement - Dharwad Zone,Public Works Department,Electrical Equipment,Dharwad,2025-02-02,2025-02-25,2171578.39,2101470.38,V-1073,Vendor C22,4,2092590.1|2292096.32|2306657.39|2342335.57,613,Request for Proposal,,,0.968,11.935,1816852.14,Completed,,,
T-5527,IT Equipment Procurement - Hubballi Zone,Health Department,IT Equipment,Hubballi,2024-09-09,2024-10-23,4842122.46,4654369.26,V-1051,Vendor B26,7,4493571.67|4512481.06|4595620.81|4677968.3|4713555.73|5035577.6|5068841.85,648,Limited Tender,,,0.961,12.802,3089618.31,Completed,,,
T-5528,Medical Supplies Procurement - Kalaburagi Zone,Education Department,Medical Supplies,Kalaburagi,2026-02-01,2026-02-17,910269.98,864546.5,V-1003,Vendor A4,2,849288.25|898653.53,30,e-Procurement,,,0.95,5.813,491252.2,Completed,,,
T-5529,Vehicle Maintenance Procurement - Mangaluru Zone,Transport Department,Vehicle Maintenance,Mangaluru,2025-11-28,2025-12-17,1529951.4,1504618.87,V-1033,Vendor B8,3,1481227.28|1492917.56|1620828.7,138,Limited Tender,,,0.983,9.425,1100328.25,Completed,,,
T-5530,Water Infrastructure Procurement - Mangaluru Zone,Education Department,Water Infrastructure,Mangaluru,2024-07-05,2024-07-21,7817094.06,7152316.36,V-1081,Vendor D4,4,7091562.58|7657077.44|8146554.03|8359867.13,84,Open Tender,,,0.915,17.885,6943812.14,Active,,,
T-5531,IT Equipment Procurement - Bengaluru Zone,Health Department,IT Equipment,Bengaluru,2025-10-29,2025-12-11,3940695.07,3619219.86,V-1012,Vendor A13,6,3606677.35|3716590.6|3733352.97|3929255.97|3945594.65|4104751.76,382,Open Tender,,,0.918,13.81,2009732.13,Completed,,,
T-5532,Road Infrastructure Procurement - Mysuru Zone,Energy Department,Road Infrastructure,Mysuru,2024-06-04,2024-06-26,30634091.47,28163361.73,V-1066,Vendor C15,8,27344973.57|29101469.32|29504792.0|29773247.61|30802616.68|30929077.81|31763926.49|32554916.19,632,e-Procurement,,,0.919,19.053,22940425.78,Completed,,,
T-5533,Water Infrastructure Procurement - Belagavi Zone,Municipal Administration,Water Infrastructure,Belagavi,2025-09-04,2025-10-16,4270672.13,4061186.98,V-1047,Vendor B22,9,4025749.72|4122558.3|4181600.44|4206981.03|4348830.17|4401923.67|4480127.72|4512690.86|4517618.93,315,e-Procurement,,,0.951,12.218,3149972.02,Active,,,
